0, 1, './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00001.png', './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00002.png', 4.672644111231065
37, 38, './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00038.png', './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00039.png', 3.223650453019727
38, 39, './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00039.png', './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00040.png', 2.693271760093945
39, 40, './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00040.png', './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00041.png', 3.1974162074086845
40, 41, './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00041.png', './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00042.png', 3.199536320786408
41, 42, './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00042.png', './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00043.png', 3.6787931979267103
42, 43, './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00043.png', './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00044.png', 3.5922273946897585
43, 44, './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00044.png', './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00045.png', 3.3219725128302584
44, 45, './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00045.png', './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00046.png', 3.271308435408532
45, 46, './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00046.png', './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00047.png', 2.765753007037184
46, 47, './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00047.png', './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00048.png', 3.367769318540139
47, 48, './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00048.png', './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00049.png', 3.0380497764449865
48, 49, './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00049.png', './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00050.png', 3.091905779421164
49, 50, './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00050.png', './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00051.png', 3.373784736114035
50, 51, './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00051.png', './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00052.png', 3.3760974169700537
51, 52, './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00052.png', './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00053.png', 3.3707570952002843
52, 53, './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00053.png', './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00054.png', 3.7836151460371603
53, 54, './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00054.png', './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00055.png', 3.999074815173857
54, 55, './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00055.png', './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00056.png', 3.6200361231385836
55, 56, './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00056.png', './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00057.png', 4.432017182686282
56, 57, './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00057.png', './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00058.png', 5.171032551417146
57, 58, './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00058.png', './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00059.png', 4.71379626137467
58, 59, './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00059.png', './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00060.png', 4.312984300548262
59, 60, './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00060.png', './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00061.png', 4.821927318616101
60, 61, './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00061.png', './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00062.png', 4.935364919606385
61, 62, './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00062.png', './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00063.png', 4.264984151145794
62, 63, './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00063.png', './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00064.png', 3.7495568154359016
63, 64, './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00064.png', './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00065.png', 4.3828243433565195
64, 65, './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00065.png', './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00066.png', 4.106541802708691
65, 66, './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00066.png', './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00067.png', 4.119117707378428
66, 67, './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00067.png', './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00068.png', 3.7055144973229086
67, 68, './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00068.png', './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00069.png', 4.2571115093003975
68, 69, './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00069.png', './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00070.png', 2.9735231664969093
69, 70, './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00070.png', './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00071.png', 2.800935768071237
70, 71, './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00071.png', './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00072.png', 2.8125819883321044
71, 72, './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00072.png', './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00073.png', 2.83449726314343
72, 73, './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00073.png', './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00074.png', 2.9810863775936274
73, 74, './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00074.png', './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00075.png', 3.44682387329242
74, 75, './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00075.png', './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00076.png', 3.1890343168800666
75, 76, './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00076.png', './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00077.png', 4.550574613052988
76, 77, './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00077.png', './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00078.png', 4.4960671759398245
77, 78, './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00078.png', './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00079.png', 3.220832614475779
78, 79, './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00079.png', './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00080.png', 3.968243779013901
79, 80, './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00080.png', './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00081.png', 3.817188510676298
80, 81, './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00081.png', './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00082.png', 3.585182500880933
81, 82, './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00082.png', './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00083.png', 3.7419100027329595
82, 83, './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00083.png', './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00084.png', 3.973852318514933
83, 84, './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00084.png', './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00085.png', 4.048626639221162
84, 85, './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00085.png', './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00086.png', 4.266872559985292
85, 86, './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00086.png', './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00087.png', 3.809142134921143
86, 87, './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00087.png', './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00088.png', 3.9815246006232914
87, 88, './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00088.png', './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00089.png', 4.212313399916635
88, 89, './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00089.png', './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00090.png', 3.9430311276634287
89, 90, './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00090.png', './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00091.png', 3.599575081957959
90, 91, './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00091.png', './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00092.png', 3.8334017022521296
91, 92, './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00092.png', './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00093.png', 4.043092035782522
92, 93, './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00093.png', './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00094.png', 4.055799276163697
93, 94, './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00094.png', './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00095.png', 3.6976391557828454
94, 95, './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00095.png', './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00096.png', 3.77627109236922
95, 96, './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00096.png', './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00097.png', 3.4018162969821373
96, 97, './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00097.png', './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00098.png', 3.925939795868679
97, 98, './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00098.png', './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00099.png', 4.0681462056979205
98, 99, './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00099.png', './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00100.png', 3.728448404115942
99, 100, './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00100.png', './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00101.png', 3.759300198138281
100, 101, './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00101.png', './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00102.png', 3.3705152913969156
101, 102, './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00102.png', './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00103.png', 3.6238198316969616
102, 103, './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00103.png', './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00104.png', 3.7184894185072497
103, 104, './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00104.png', './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00105.png', 3.3302059454931396
104, 105, './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00105.png', './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00106.png', 4.399596474092406
105, 106, './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00106.png', './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00107.png', 3.7237418888351974
106, 107, './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00107.png', './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00108.png', 3.5959533811001707
107, 108, './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00108.png', './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00109.png', 3.907212719716198
108, 109, './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00109.png', './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00110.png', 4.043181266727026
109, 110, './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00110.png', './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00111.png', 4.021965721117287
110, 111, './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00111.png', './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00112.png', 3.8737126425902497
111, 112, './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00112.png', './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00113.png', 3.800342320252455
112, 113, './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00113.png', './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00114.png', 3.4099456412482305
113, 114, './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00114.png', './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00115.png', 3.417941633618295
114, 115, './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00115.png', './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00116.png', 3.3124465294217025
115, 116, './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00116.png', './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00117.png', 3.9581920910722324
116, 117, './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00117.png', './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00118.png', 3.8731495904198465
117, 118, './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00118.png', './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00119.png', 4.726136259353213
118, 119, './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00119.png', './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00120.png', 4.64167771224567
119, 120, './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00120.png', './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00121.png', 5.028881732069466
120, 121, './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00121.png', './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00122.png', 4.7166565826223135
121, 122, './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00122.png', './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00123.png', 4.566247349353849
122, 123, './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00123.png', './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00124.png', 4.769325005234959
123, 124, './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00124.png', './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00125.png', 4.67140486477079
124, 125, './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00125.png', './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00126.png', 4.612798228653738
125, 126, './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00126.png', './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00127.png', 4.720241095979856
126, 127, './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00127.png', './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00128.png', 5.600592677431369
127, 128, './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00128.png', './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00129.png', 4.74435024456486
128, 129, './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00129.png', './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00130.png', 4.911849070904598
129, 130, './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00130.png', './GTEA61/flow_x_processed/S3/pour_ketchup,hotdog,bread/1/flow_x_00131.png', 5.1275133930849135
