0, 1, './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00001.png', './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00002.png', 4.2553989953750735
79, 80, './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00080.png', './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00081.png', 4.0799691915120135
80, 81, './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00081.png', './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00082.png', 3.94112609568333
81, 82, './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00082.png', './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00083.png', 3.9720033612785626
82, 83, './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00083.png', './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00084.png', 4.20526834609779
83, 84, './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00084.png', './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00085.png', 4.248212418999538
84, 85, './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00085.png', './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00086.png', 4.266431260922533
85, 86, './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00086.png', './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00087.png', 4.140434208361421
86, 87, './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00087.png', './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00088.png', 3.7665007129598234
87, 88, './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00088.png', './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00089.png', 3.884488044094663
88, 89, './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00089.png', './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00090.png', 3.536954255628418
89, 90, './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00090.png', './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00091.png', 4.380484106197099
90, 91, './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00091.png', './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00092.png', 4.168768055201089
91, 92, './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00092.png', './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00093.png', 3.6815297467694688
92, 93, './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00093.png', './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00094.png', 3.7717462228943437
93, 94, './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00094.png', './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00095.png', 3.54897816541948
94, 95, './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00095.png', './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00096.png', 3.4381441233047787
95, 96, './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00096.png', './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00097.png', 4.119507235482512
96, 97, './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00097.png', './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00098.png', 3.821542240292616
97, 98, './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00098.png', './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00099.png', 3.1870736305269105
98, 99, './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00099.png', './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00100.png', 3.4082186409336006
99, 100, './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00100.png', './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00101.png', 3.296879274637306
100, 101, './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00101.png', './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00102.png', 4.201843855142903
101, 102, './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00102.png', './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00103.png', 4.087248426586039
102, 103, './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00103.png', './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00104.png', 3.642960562198253
103, 104, './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00104.png', './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00105.png', 3.2408863509143875
104, 105, './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00105.png', './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00106.png', 3.3522675589382627
105, 106, './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00106.png', './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00107.png', 4.688090087515393
106, 107, './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00107.png', './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00108.png', 4.276127268857992
107, 108, './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00108.png', './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00109.png', 4.2072426622061805
108, 109, './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00109.png', './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00110.png', 4.239072537113495
109, 110, './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00110.png', './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00111.png', 5.005191261087548
110, 111, './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00111.png', './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00112.png', 5.616588203262644
111, 112, './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00112.png', './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00113.png', 5.7778638359438075
112, 113, './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00113.png', './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00114.png', 4.555909150271981
113, 114, './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00114.png', './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00115.png', 4.633769457968064
114, 115, './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00115.png', './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00116.png', 4.827898898238982
115, 116, './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00116.png', './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00117.png', 5.184710686892251
116, 117, './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00117.png', './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00118.png', 4.495787219350962
117, 118, './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00118.png', './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00119.png', 4.60938953350261
118, 119, './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00119.png', './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00120.png', 4.060476874859858
119, 120, './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00120.png', './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00121.png', 3.7970505568588857
120, 121, './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00121.png', './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00122.png', 3.779385341445785
121, 122, './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00122.png', './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00123.png', 3.837706369896901
122, 123, './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00123.png', './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00124.png', 4.234211657462003
123, 124, './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00124.png', './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00125.png', 4.197678824119479
124, 125, './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00125.png', './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00126.png', 3.3640360267856733
125, 126, './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00126.png', './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00127.png', 2.9060914060638776
126, 127, './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00127.png', './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00128.png', 3.174260585997072
127, 128, './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00128.png', './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00129.png', 3.3540954292441296
128, 129, './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00129.png', './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00130.png', 3.3385876802911745
129, 130, './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00130.png', './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00131.png', 3.685188133217287
130, 131, './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00131.png', './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00132.png', 2.9745983570179284
131, 132, './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00132.png', './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00133.png', 3.3394364178007665
132, 133, './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00133.png', './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00134.png', 3.2355318017136723
133, 134, './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00134.png', './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00135.png', 3.1964907081878104
134, 135, './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00135.png', './GTEA61/flow_x_processed/S1/spread_peanut,spoon,bread/2/flow_x_00136.png', 3.507357852251489
