0, 1, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00001.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00002.png', 5.1237333272204
32, 33, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00033.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00034.png', 7.046027088276555
33, 34, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00034.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00035.png', 5.516394169866759
34, 35, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00035.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00036.png', 5.05116710840879
35, 36, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00036.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00037.png', 6.265992987489517
36, 37, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00037.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00038.png', 6.763820936129485
37, 38, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00038.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00039.png', 5.6837031998963665
38, 39, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00039.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00040.png', 6.8097693039702145
39, 40, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00040.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00041.png', 6.333071518436299
40, 41, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00041.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00042.png', 5.014739187705503
41, 42, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00042.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00043.png', 5.199325271434386
42, 43, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00043.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00044.png', 6.035242752815157
43, 44, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00044.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00045.png', 5.7057661296017255
44, 45, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00045.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00046.png', 6.731252943260826
45, 46, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00046.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00047.png', 7.004330217397573
46, 47, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00047.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00048.png', 6.624289406547622
47, 48, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00048.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00049.png', 5.757025970140236
48, 49, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00049.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00050.png', 6.0988919987760255
49, 50, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00050.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00051.png', 6.067559914877696
50, 51, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00051.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00052.png', 6.584199773686485
51, 52, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00052.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00053.png', 6.8876388316789
52, 53, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00053.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00054.png', 6.440727086659355
53, 54, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00054.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00055.png', 6.931506629796732
54, 55, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00055.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00056.png', 6.576745547331479
55, 56, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00056.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00057.png', 6.775269678041526
56, 57, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00057.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00058.png', 6.4621544382601055
57, 58, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00058.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00059.png', 6.57144373131551
58, 59, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00059.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00060.png', 6.472973378907898
59, 60, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00060.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00061.png', 7.5489542251135715
60, 61, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00061.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00062.png', 6.588285548745929
61, 62, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00062.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00063.png', 7.648616430007583
62, 63, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00063.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00064.png', 6.331627406985894
63, 64, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00064.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00065.png', 7.47225722338572
64, 65, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00065.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00066.png', 6.592015518552928
65, 66, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00066.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00067.png', 6.645006298385834
66, 67, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00067.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00068.png', 6.93582560103666
67, 68, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00068.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00069.png', 7.2114550622359
68, 69, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00069.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00070.png', 6.797052885328982
69, 70, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00070.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00071.png', 6.097814920361717
70, 71, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00071.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00072.png', 4.886990365272173
71, 72, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00072.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00073.png', 5.174475790737231
72, 73, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00073.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00074.png', 4.955572521643486
73, 74, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00074.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00075.png', 5.491144808333935
74, 75, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00075.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00076.png', 5.030468146604093
75, 76, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00076.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00077.png', 4.1835082174911795
76, 77, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00077.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00078.png', 5.867839192872508
77, 78, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00078.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00079.png', 6.154186579658437
78, 79, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00079.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00080.png', 6.280748865474783
79, 80, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00080.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00081.png', 6.758725569807587
80, 81, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00081.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00082.png', 6.247684099832909
81, 82, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00082.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00083.png', 6.373532489625718
82, 83, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00083.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00084.png', 6.500751999823953
83, 84, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00084.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00085.png', 6.831402019882528
84, 85, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00085.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00086.png', 6.070903963222703
85, 86, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00086.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00087.png', 5.947218314478808
86, 87, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00087.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00088.png', 7.270452805503
87, 88, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00088.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00089.png', 6.489637158104893
88, 89, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00089.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00090.png', 5.887063543105248
89, 90, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00090.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00091.png', 5.359657223997737
90, 91, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00091.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00092.png', 5.458810419482618
91, 92, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00092.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00093.png', 6.5378605115571435
92, 93, './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00093.png', './GTEA61/flow_y_processed/S2/spread_peanut,spoon,bread/1/flow_y_00094.png', 5.267857668035024
